Location,Bees,Bird,Bryophytes,Butterflies,Carabids,Hoverflies,Isopods,Ladybirds,Macromoths,Grasshoppers_&_Crickets,Vascular_plants
NN08,8.7,59.4037,254,22.4,12.2,40.2,1.5,1,184.4,1.5,278.3
NN09,8.1,57.8278,257.5,22.2,29.6,34.8,1.5,1.5,176.5,1.9,274.9
NN10,7.7,78.3057,248.7,24.8,11.8,43.1,6.5,2.9,242.7,NA,265
NN11,8,76.8313,282.1,25.1,12.6,44,6.4,3.9,202,NA,284.4
NN12,8.5,74.8486,270.2,25,28.9,44,4.6,3.2,248.7,NA,293.4
NN13,6.8,64.4218,290.6,24.8,26.3,43.5,2.3,NA,240.5,1.5,293.2
NN14,7.6,64.7625,326.7,25.2,9.3,42.3,3,1.5,251.8,1.5,284
NN15,7.7,70.0019,328.4,25.2,29.5,44.4,2.6,2.2,250,1.5,287.4
NN16,8.9,73.763,329,25.1,30.5,42.4,3.2,2.2,246,1.5,292.6
NN17,9.3,77.261,323.2,25.1,35.7,39.3,3.1,2.2,248.1,1.7,319.9
NN18,10.9,70.7154,294.3,24.5,41.4,41.1,1.6,0.9,249.1,2,311.1
NN19,10.4,65.9226,263.4,22.6,33.7,39.6,1.5,1.5,206.5,1.5,268
NN20,7.2,77.2059,292.2,24.9,15.5,43,6,3.6,257.4,NA,267.5
NN21,7.4,69.3623,304.7,24.1,35.7,48.4,2.3,1,237.8,NA,261.6
NN22,7.8,70.7907,310.1,25,37.1,49.2,2.3,0.8,254.5,NA,266.6
NN23,7.2,65.1568,287.5,24.6,29.1,45.6,2.3,1.6,239.3,1.5,290.1
NN24,8.1,61.1602,315.8,23.6,30.1,38,2.3,0.8,246.2,1.5,266
NN25,7.8,59.1319,292.8,24.1,29.4,39.8,2.1,0.7,238.6,1.5,266.3
NN26,8.8,63.2701,285.1,24.2,18.2,42.9,1.5,0.7,237,1.5,262.2
NN27,7.7,63.6883,338.9,24.7,29,43.1,1.5,0.8,249,1.5,277
NN28,11.5,70.537,270.2,22.4,45.5,38.3,1.5,1.5,228.1,2.2,300.6
NN29,10.2,72.6992,315.5,23.1,41.4,42.1,1.5,1.5,231.8,2.2,290.8
NN30,7.4,76.8174,285.4,24.4,30.1,42.8,2.9,3.7,253.8,NA,308
NN31,8.3,77.8925,305.8,25.2,31,44.6,2.7,2.7,259.5,NA,262.7
NN32,7.5,68.382,292.2,24.1,30.9,50.3,2.2,1.5,233.5,NA,262.2
NN33,7.8,68.6916,329.4,24.9,30.4,47.9,2.3,0.8,240.5,NA,259.9
NN34,7.3,67.3947,322.8,25.1,32.9,42.8,2.3,0.7,241.9,0.8,254.9
NN35,8,57.7466,276.7,21,22.2,37.6,1.5,0.8,120.7,NA,272.8
NN36,7.6,57.4357,308.9,21.4,27.5,39.2,1.5,0.7,183.1,NA,264.3
NN37,7.7,61.0252,341.8,21.6,18.9,40.4,1.5,0.8,134.2,1.4,281.6
NN38,9.7,68.4274,324.8,22.5,43.3,43.1,1.5,0.8,219.8,2.1,273.5
NN39,9.9,66.6911,300.4,22.7,41.9,40.7,1.5,1.5,205,1.9,259.4
NN40,7.6,83.696,258.7,23.4,30.6,41.5,2.4,3.4,257.1,NA,296.6
NN41,7.7,74.3059,307.6,23.2,36.2,47.7,2.3,2,214.8,NA,269.6
NN42,7.9,69.551,331.5,23.9,33.7,46.7,2.3,0.7,200.7,NA,268.3
NN43,7.6,69.0669,336.2,24.3,27.9,43.2,2.3,0.9,225.4,0.8,266.4
NN44,7.9,61.9701,334.7,21.8,28.7,43.7,2.2,0.7,148.8,NA,276.2
NN45,10.8,74.2541,297.6,22.7,36.4,41.6,1.5,1.5,219.6,1.4,319.5
NN46,8.6,61.4744,339.5,21.7,28.7,38.1,1.5,0.7,140.4,0.8,279.2
NN47,7.1,56.4136,335.5,22,28.3,40.6,1.5,0.7,167.9,NA,279.7
NN48,7.8,71.7953,344.2,22.7,37.2,42.3,1.6,1.1,238.7,2.3,285.8
NN49,7,54.5849,323.6,21.6,15.4,37.1,NA,0.7,121.2,NA,262.2
NN50,8.4,88.5127,267.7,22.5,33.1,55.7,2.6,4.8,275.6,0.9,312.3
NN51,9.3,85.2489,300.4,23.1,30.6,46.5,3,3.5,274.9,NA,289.4
NN52,11.1,83.3952,341.3,23.7,29.8,43.5,3,2.9,261.5,0.8,313
NN53,11.6,81.5179,330.2,23.9,36.7,45.1,2.9,3,251.1,0.8,269.1
NN54,9.1,69.7525,344.5,23,30.4,45.8,2.1,0.7,189,1.5,277.7
NN55,8.5,73.0688,341.2,22,27.1,37.4,1.5,2,184.4,0.8,337
NN56,8.4,56.209,343.3,21.2,21.4,40.7,1.5,0.8,119.8,NA,283.1
NN57,7.1,52.635,350.9,21.3,19.9,39.4,1.9,0.8,123,1.5,295.4
NN58,8,67.2797,347.9,21.8,38.5,40.4,2.9,0.9,172.6,2.4,289.4
NN59,8.8,72.7578,310.2,21.8,40.6,44.3,3.1,1.4,208.3,2.4,265.1
NN60,17.8,93.6163,274.9,22.6,29.1,57.3,4.7,6.8,271.8,1.5,357.5
NN61,7.8,78.3903,313.6,22.1,37.3,45.2,2.3,1.6,162.6,0.8,272.9
NN62,12.7,89.3182,318.5,23.6,29.1,42.9,3,4.4,271.5,0.8,292.5
NN63,9.6,85.9979,317.6,23.4,27.9,39.7,2.6,4.3,273.5,0.8,290.2
NN64,10.4,78.4853,344.3,23.1,36,40.4,1.9,1.5,267.4,0.8,282.7
NN65,11.7,78.8149,364.1,22.9,37.3,42.5,1.5,1.6,278,0.8,321.1
NN66,8.6,57.2699,319.9,20.7,28.7,40.9,1.5,1.4,132.7,1.5,294.5
NN67,9.6,68.4218,362.1,21.1,35.7,44.6,2.9,1.4,153.7,2.3,297.5
NN68,8.9,72.917,367.4,21.4,33,49.1,3.1,1.5,175.2,2.2,325.7
NN69,13.2,88.2555,339.2,23.9,51.8,75.1,3.1,5.3,268.2,2.6,304.6
NN70,25.3,94.5071,268.7,22.9,35.7,60.6,5.1,8.3,271.9,3.1,357.1
NN71,10.8,91.4449,313.1,23.5,29.1,42.8,2.8,4.5,273.8,0.8,364.5
NN72,13.4,93.1713,334.8,23.6,36.7,52.8,3.5,7.4,262.3,0.8,359.2
NN73,12.6,82.5626,339,23.3,35.4,41.6,2.9,2.6,282.5,0.8,276.7
NN74,16,91.3549,312.3,22.9,29.8,45.8,4.1,6,285.7,0.8,343.5
NN75,15.8,88.4473,325.8,22.8,30.9,48.5,4.3,6,294.4,0.8,326.6
NN76,16.5,84.9302,337.7,22.9,40.4,69.1,4.4,4.9,302.3,0.8,318.9
NN77,10.7,61.1499,329.9,20,14.9,41,3,1.5,147.8,2.3,287.4
NN78,11.1,56.1366,369,20,29.8,42.5,3.6,1.3,164.4,2.8,298.6
NN79,21.8,95.3963,337,24.5,47.6,80.1,3.4,7.3,265.8,3.4,304.1
NN80,19,94.9972,293.5,24.2,42,58,2.9,6.2,268.9,1.9,362.6
NN81,17.8,94.3633,271.4,23.7,26.6,59.1,4.5,6.7,262.8,2.7,355.2
NN82,15.5,93.0617,303.7,23.8,36.6,46.7,3.7,7.2,265,0.8,372
NN83,11.2,83.1249,340.5,23,24,39.8,3.5,3.4,282.6,0.8,298.8
NN84,11.3,90.3304,301.7,23,32.8,44.3,3.1,4.5,276.7,0.8,350.7
NN85,15.8,85.002,321.6,23,25.9,43.6,4.2,3.4,297,0.8,341.4
NN86,18.2,92.0156,325.9,23.8,34.3,69.8,4.3,6.7,300.4,0.8,337
NN87,12.8,62.4469,370.5,21,15.6,43.5,2.6,1.2,222.9,2.3,299.3
NN88,11.5,54.2464,368.4,20.2,23.6,35.5,3.5,0.8,128,2.6,296.9
NN89,13.9,65.5005,379.4,20,33.3,52.9,3.7,1.2,215.7,3,313
NN90,16.5,94.1014,328.8,23.5,37.8,57.8,1.9,5.9,263.3,1.5,312
NN91,26.7,93.1947,248.7,22.7,36.6,67.5,3.2,7.1,253.8,2.3,379.8
NN92,12.4,90.9384,258.1,21.7,18.7,54.1,3.9,3.2,239.4,0.9,356.6
NN93,9.2,85.0888,326.6,22.6,26.8,41.3,3.2,2.5,251.9,0.8,322.3
NN94,16,89.9665,308.7,22.9,25.7,48.3,3.8,6.2,261.5,0.8,355.5
NN95,17.8,92.7896,299,24.1,20.8,47.3,4.3,6.4,286.1,1.3,353.5
NN96,17.7,87.788,342.2,23.1,35.4,65.8,4.3,7.2,302.3,0.9,312.2
NN97,13.4,62.5813,376.3,21.9,8.5,44.3,3.7,1,255.9,2.3,308.2
NN98,13,55.6775,370.1,20.2,29.1,40,3.8,0.8,201.3,2.6,296.9
NN99,13.5,53.6278,369.8,20.7,28.4,49.7,3.5,0.8,196,2.8,295.7
NO00,27.1,93.9222,269.2,21.5,31.8,66.8,4.6,6.8,262.6,2.8,354
NO01,24,91.5668,255.9,23.2,32.7,64.7,4.3,5.5,250.1,2.2,359
NO02,23.5,90.8949,236.3,23.3,27.2,62.6,3.8,7.3,249,2.2,381
NO03,26.5,93.0943,251.1,24.2,34.3,63.5,3.9,7.5,250.4,2.3,354.6
NO04,17.1,93.4807,305.4,24,22.3,48.4,4.2,6.6,270,1.6,353.4
NO05,10.4,82.5821,326.2,22,7.8,33.9,4.4,3.3,265.9,0.9,327.1
NO06,17.2,88.3998,348.2,23.7,33.4,60.9,5,8.1,297.6,3,320
NO07,13.7,64.3012,369.7,22.5,30,48,4,2.8,283.3,2.5,302.5
NO08,13.8,63.8708,375.3,21.4,30.2,52.8,3.8,2.2,227.9,2.7,308.4
NO09,13.9,60.4212,373.7,20.6,33.8,50.6,3.7,0.8,206.8,2.9,302.6
NO10,27.6,92.5706,246.5,22.3,35.4,59,8.4,6.6,251.6,4.5,389.9
NO11,28.6,90.33,239.2,22.8,38.4,56.7,8.3,9,245.9,3.9,375.8
NO12,29.5,89.9118,237.8,26.2,45.6,61.6,7.5,9.4,236.8,5.1,375.9
NO13,26.6,92.0723,225.2,24.5,37.8,57.9,3.8,8,231.1,3.4,382.1
NO14,23.4,93.125,239.4,24.3,26.9,52.8,3.9,6.7,243.2,2.9,347.4
NO15,15.6,88.854,328.3,22.7,22.7,45.3,4.3,6.8,282.4,1.6,338.1
NO16,17.1,86.6412,339.7,24.4,32.5,52.7,6.1,7.8,287.5,2.9,311.6
NO17,14.6,64.9705,366.3,22.7,30.3,55.3,4.2,3,290.8,2.9,303
NO18,14.7,61.4688,371.3,21,35.9,54.4,3.8,1.3,212.2,2.9,304.3
NO19,14.2,67.147,375.3,22.2,46.9,59.5,5.1,3.8,278.3,2.6,310.3
NO20,28.6,92.5402,256.6,23.3,37.1,55.5,8.4,7,240,5.1,374.2
NO21,32.3,89.9683,235.7,22.2,43.7,60.8,9.3,7.8,242.8,5.8,371.4
NO22,29.2,86.7629,224.1,21.2,49.3,58.5,8.9,8,244.5,5.5,395.9
NO23,24.3,90.0992,231.4,24.2,37.6,56.5,3.9,7.6,236.5,2.5,374.1
NO24,20.9,89.4256,214.9,23.9,23.7,50.9,3.6,8.1,224.5,2.5,384.9
NO25,15.4,92.2834,275.9,23.9,24.5,41.5,4.1,6.3,255.1,1.8,351.1
NO26,6.2,84.4599,336,21.7,9.1,33.9,5.2,3.7,255.3,2.4,335.7
NO27,14,64.6946,368.1,21.9,34,52.4,4.2,3,279.3,2.6,303.6
NO28,14.2,60.3588,371.2,21,33.6,57.8,3.8,2.9,212.7,2.7,298.4
NO29,8.9,71.6093,332,20.7,19.7,46.7,3.4,2.6,190.3,2.3,318.8
NO30,32.8,89.2021,229.5,24.3,44,61.3,9.1,6.9,229.6,5.7,396
NO31,31.1,88.5353,229.2,22.9,41.8,58.3,9.2,7.8,226.8,5.4,397.3
NO32,28.6,85.8959,233.2,21.9,39.5,55.6,8.3,7.6,230.2,5.4,404.5
NO33,22.4,86.6508,222.3,22.3,37.6,51.8,4,8.1,218.7,4.3,403
NO34,20.5,88.1881,228.6,22.1,35.1,48.5,3.2,7.5,200.2,2.9,375.1
NO35,18.7,90.6038,228.8,24.1,16.9,41.1,3.6,7.1,224.1,3.1,373
NO36,9,87.4219,329.2,22.7,10.7,36.6,5.7,4.7,267.8,3.3,308.3
NO37,12.3,71.1778,369.9,20.9,37.4,44.3,4.8,3.6,237.3,2.3,303.1
NO38,12.2,66.294,372,20.9,39.9,47.6,3.7,2.4,209.4,2.3,297.9
NO39,22.1,85.2615,329.9,21.7,43.5,69.2,6.1,5.5,281.7,2.9,311.5
NO40,31.4,88.3141,238.3,25,46.1,57.5,9,7.4,227.5,5.5,390.6
NO41,30.1,87.7937,229.2,24.8,48.2,57.1,8.7,7.1,212.5,5.6,397.8
NO42,28.4,87.4924,240.2,24,45,53.9,7.8,6.7,215.5,5.4,397.6
NO43,25.7,84.9791,219.1,21.4,35.3,54.4,10.4,7.4,230.7,4.8,405.6
NO44,18.4,87.4389,213.2,22.2,36.4,44.1,3.1,3.6,217.2,3.5,391
NO45,17.3,88.2958,206.7,23.1,36.8,41.9,3.8,7.8,253.7,4.3,383.4
NO46,8.8,87.0321,325.7,23.2,7.4,38.2,4.8,4.8,254.2,3.5,316.2
NO47,8.4,80.0545,340.2,21,17.1,43.1,5.3,4.3,235.7,2.3,296.2
NO48,12.2,73.424,357.7,21.1,36.9,50.6,4.8,3.6,224.7,2.3,307.6
NO49,10.7,84.2423,317,21.4,27.2,47.4,5,4.5,239,2.6,330.2
NO50,30.2,86.2414,229,24.7,41.1,57,9.2,7.8,236.7,5.6,413.4
NO51,29.1,86.667,223.4,24.6,42.7,54.9,8.4,7.2,217,5.3,409.1
NO52,18.3,67.0169,295.5,25,34,36.1,4.5,6,197.1,4,422.5
NO53,25.9,86.7669,216.2,22.3,34.9,51.1,10.1,6.7,224.5,5.1,401.2
NO54,19.7,87.3146,209.6,21.9,28.8,42.1,3.2,5.6,230.4,3.4,390.7
NO55,11.8,89.1188,209.2,23.8,35.5,40.9,3.9,5.2,265.3,3.7,385.2
NO56,9.8,86.0901,217,22.6,15.3,38.7,5.2,5.5,250.5,3.5,392.7
NO57,8.9,86.8951,317.8,21.8,17.1,41.6,5.7,4.7,256.3,2.9,298.2
NO58,9.9,75.8837,317.5,21.5,16.4,42.6,5.2,4.7,227.6,2.4,289.3
NO59,12,86.9904,292,21.5,17.4,44.1,5.6,5.9,253.9,2.7,363.6
NO60,30.3,81.6424,230.7,25,40,52.4,9.7,7.6,229.6,5.2,410.6
NO61,29.1,78.7573,233,23.3,32.2,50.7,9.8,7.9,246.8,4.3,407.7
NO63,24.4,79.7175,215.3,23.2,33.3,47.1,9.8,7.3,240.7,5,399.6
NO64,23.4,83.9079,209.2,21.4,33.5,46,9.6,6.9,238.3,4.6,389.2
NO65,20.2,87.8275,205.8,21.3,33,44,9.2,6.4,235.1,4.2,383.3
NO66,9.7,86.0248,205.3,23.4,32.8,40.2,4.8,5,268.9,4.4,383.6
NO67,8.1,84.0017,224.5,21.4,13.9,44.3,5.2,5.6,248.6,2.9,391.2
NO68,9.8,78.2738,307.7,20.2,11.2,50.1,4.5,6.1,237.8,2.6,317.1
NO69,8.2,86.7192,236.1,21.3,2.9,51.8,6,5.5,254.6,3.1,377.8
NO74,18.4,71.5057,211.9,23.9,31.1,38.9,8.6,7.8,245.2,4.3,388.3
NO75,19.4,78.1263,212,20.9,32.4,38.3,8.7,7.3,230.7,4.5,387.4
NO76,12.1,86.3804,208.7,22.1,33.6,38.8,6.9,6.4,240.2,4.7,393
NO77,12.3,79.9974,207.6,21.8,14.7,43.6,6,5.7,245.3,2.9,387.6
NO78,11.3,79.4244,230.9,20.3,14.2,46.3,5.6,5.3,245.6,3.1,373.5
NO79,8.9,85.0092,208.1,22.5,11.5,49.5,5.8,6.1,258.1,3.2,379.6
NO86,15.2,71.6178,209.7,22.2,26.9,42.8,8.3,6.3,239.2,3.5,387.6
NO87,12.7,81.411,208.1,20.9,32.8,40.5,7.2,4.8,239.1,3.2,388.8
NO88,14.9,82.3109,209.9,21.4,23.2,48.4,7.2,5.1,243,3.5,391.7
NO89,13.1,80.7085,207.2,21.4,11.5,42.6,6,6.4,253.2,3.7,387.1
NO99,15.6,81.7114,206.7,23.1,20.4,50,6.9,5.9,239.6,3.8,382.8
NR15,19.1,75.2566,261.3,20.8,16.3,33.8,4.5,1.5,130.3,0.8,326.7
NR16,16.6,63.4378,261.3,21,16.3,30.4,4.3,1.4,124.3,0.8,319.8
NR24,18.5,76.7007,257,20.9,16.8,40,4.4,1.8,135.7,0.8,312.2
NR25,18.4,77.7721,265.7,20.8,4.9,43.5,4.5,1.8,127.4,0.8,321.2
NR26,17.4,81.9478,267.6,21.3,4.3,51.4,5,1.6,170.1,0.8,308.5
NR27,19,76.0346,268.6,20.8,16.3,38.2,4.6,1.5,152,0.8,307.7
NR34,18.1,80.8616,260.1,21.1,4.3,53.5,4.8,2.1,149.5,0.8,315.2
NR35,17.4,80.2382,272.1,21.1,4.9,54.7,4.7,1.5,154.5,0.8,312.1
NR36,14.1,84.85,269.2,21.8,9.2,54.5,5.4,1.9,187.3,0.8,314.4
NR37,18,78.1156,267.2,21,16,48.1,4.8,1.5,158.6,0.8,310.8
NR38,18.6,72.3473,263.3,20.8,16.2,32,4.7,1.5,163.8,0.8,315.3
NR39,15,83.2372,258.9,21.4,11.7,48.8,6.7,2.3,178.7,0.8,323.8
NR44,8.5,78.6306,265.3,21.7,1.5,49.1,4.3,1.8,148.1,1.7,317.8
NR45,6.7,78.6948,264.3,21.9,4.6,50.2,4,1.5,138.1,1.5,306.8
NR46,13.4,82.3728,267.6,21.9,9.5,54.4,5.2,2.3,176.2,0.8,307.4
NR47,16,75.6844,266,21.1,14,34.3,4.5,2.1,144.9,2.1,307.7
NR48,12.2,46.3281,261.5,22.4,16.1,30.3,4.2,1,137.5,2.2,312.7
NR49,16.2,75.8703,260.8,20.8,15.6,44.4,4.7,1.4,162.9,0.8,323.3
NR50,9.9,60.469,209.2,21.1,4.7,40,4.1,1.7,125.3,1.5,300
NR51,11.4,64.1195,215.2,21.3,4.9,41.2,4.1,2,130.6,1.5,299.3
NR56,7.6,78.1329,270,21.5,5.8,44.9,4.2,2.4,152.7,1.5,318.1
NR57,14.5,79.9415,268.8,21.8,5.4,51.8,4.3,1,163.2,2.2,306.2
NR58,9.3,68.2663,268.3,21.3,5.5,37,4.3,1.5,152.9,1.5,318.5
NR59,9.1,62.9024,261,20.9,14.2,31.5,4.4,1.6,180.8,0.8,322.3
NR60,8.1,75.1026,233,26.8,4.7,41.7,4.3,1.2,199,1.3,298.3
NR61,7.3,76.7377,242,21.1,1.5,50.2,4,1.5,126.5,0.8,312.2
NR62,9.7,79.3597,261.1,20.9,1.8,49.8,4.6,2,208.7,1.2,305.3
NR63,9,75.7856,254.9,20.8,4.3,50.4,4.4,2.2,213.2,1.5,316.2
NR64,12.8,80.721,274.1,21.7,2.1,54.7,4.5,2.4,239.7,1.5,282.7
NR65,17.3,78.0326,274.6,21,16.4,43.9,4.9,2.2,196,0.8,305.5
NR67,13.9,82.5365,279.8,22.4,9,49.5,6.4,2,167.9,1.4,308.9
NR68,7.1,79.472,280.2,21.5,12.2,50.2,4.9,1.6,190.1,1.8,301
NR69,7.3,76.0261,269.5,20.9,3,32.1,4.7,0.8,224.2,1.5,312.6
NR70,7.1,75.0038,246.9,26.5,1.4,44,7.9,1.8,236.2,2.9,302.4
NR71,5.8,77.1368,237.2,25.4,3.7,45.5,4.3,1.5,205.3,0.8,304.3
NR72,6.9,80.2434,254.1,21,1.3,52.3,4.8,2.7,196.5,0.8,313.6
NR73,4.1,78.1292,260.8,21.8,4.4,48,5.2,1.6,171.5,1.5,313.8
NR74,5.9,79.0594,257.1,21.9,4.3,53,4.8,1.5,142,1.2,316
NR75,7.5,81.4449,265,21.7,2.3,53.3,4.4,1.8,186.4,1,315.7
NR76,7.8,81.3776,261.2,22.6,8.6,48.9,4.3,2.1,186.6,1.2,311.6
NR77,6.2,81.6833,272.9,22.7,7.7,46.8,7.4,1.7,182.4,1,318.2
NR78,7.9,81.8812,285.6,22.8,7.7,46.7,8.9,2.4,182.6,0.9,312.1
NR79,7.8,82.9732,269.5,22.9,7.4,49.6,9.5,3.9,183.8,0.8,310.7
NR82,7,79.2587,267.8,26.5,1.2,44,6,3.3,216.2,0.8,288.3
NR83,7.1,82.6994,249.9,20.6,1.3,50.8,5.2,3.7,220.4,0.8,307.9
NR84,6.9,81.4001,258,21,4.1,46.7,4.4,2.2,227.6,0.9,304.1
NR85,4.1,78.9328,263,21.8,4.4,52.8,5.1,1.3,156.1,1.5,311.7
NR86,3.9,80.0593,259.3,22,8,51.6,5.4,1,176.6,0.8,313.7
NR87,5.8,81.073,263.8,23.1,7.4,47.3,8.2,2.6,185.5,0.8,300.3
NR88,5.4,83.0362,254.4,22.9,7.4,48.6,8.2,4.1,185.5,0.8,308.9
NR89,6.8,82.8886,271.8,24,7.4,47.8,9.5,4.6,189.5,0.8,307.9
NR92,7.5,82.8801,250.9,26,0.8,46.4,6.5,2.9,216.2,0.8,311.1
NR93,4.9,79.6369,254.7,21.2,3.8,39.9,5.1,1.6,199.3,1.5,299
NR94,4.7,79.8839,246,21.6,3.9,37.8,5.6,1.3,140.5,1.5,288.2
NR95,5.1,82.8386,258.1,21.3,3.7,47.7,6.1,3.1,225.9,1.4,305.9
NR96,3.9,82.5615,259.9,21.3,10.8,47.1,5.7,2.1,222.1,0.8,319.7
NR97,3.9,81.7652,259.9,22.4,10.3,47.3,6.2,2.6,168.4,0.8,313
NR98,5.1,81.6405,252.6,23.1,7.5,46.9,7.5,4,166.1,0.8,309.4
NR99,6.2,80.1592,254.3,24.6,11.3,43.1,7.3,4.5,183.1,0.8,293.8
NS00,6,59.9824,248.9,23.6,17.9,38.1,8.6,3.9,181.1,3.3,313.6
NS01,4,56.9427,258.3,26.2,5.7,36.9,8.3,1.9,173.7,1.5,298.7
NS02,7,83.9829,258.7,24.6,0.7,44.8,8.4,3.3,219.5,0.8,318.7
NS03,17.6,84.5652,267.3,20.8,0.7,48.2,7.1,4.9,225,0.9,317.2
NS04,5.1,82.0836,271.3,21.4,3.7,43.4,5.2,2.3,211.5,1.5,302.6
NS05,17.3,86.7919,265.4,20.9,0.7,54.1,7.3,4,218.8,1.3,282.1
NS06,3.7,86.3654,273,21.1,6.3,46.1,8.1,4.3,213.5,0.8,322.1
NS07,5.1,80.0147,277.8,23,10.7,40.7,5.9,1.6,170.6,1.4,312.5
NS08,7,78.1328,251.8,24.1,11.4,41.6,6.3,2.2,236.6,1.4,297
NS09,7.5,78.4162,247.7,24.6,12.1,38.5,6.6,2.7,180.9,0.8,286.9
NS10,12.1,68.4954,251.2,27.2,2.9,58.2,11.5,5.3,255.2,2.9,311.9
NS14,17.2,84.6445,260.3,25.4,0.8,57.1,11.1,6.7,256.5,1.5,277.7
NS15,17,87.9673,271.9,23.3,4.5,62.6,7.1,7.8,243.7,1.4,316.1
NS16,15.4,87.1569,261.8,21.2,0.7,41.3,8,5,233.7,0.9,329.7
NS17,7.1,80.7361,258,22.7,8.8,43.7,6.3,2.9,227.7,0.8,315.9
NS18,6.4,78.7836,252.5,23.6,10.2,40.1,6.1,2,243.7,1,301.3
NS19,6.4,76.7201,251.7,24.7,12.8,42,6.3,2.5,247.9,0.8,280.8
NS20,18.5,87.6352,245.4,27.2,16.3,56.7,10.3,4.9,249.6,3.7,315.1
NS21,16.7,87.8757,246.7,27.8,15.4,52.9,9.9,5,249.2,1.4,284.5
NS23,17.6,68.806,271.4,26.9,3.6,60.7,12.2,5.6,242.3,0.8,314
NS24,19,90.3137,253.1,25.1,13.2,66.4,10.7,9,275.6,2.1,301.4
NS25,17.6,88.632,273.4,25.2,13.9,56.9,7.5,7.1,250.3,1.3,321.6
NS26,7.4,80.902,269.3,22.7,8.1,37.7,6,3.4,193.9,1.5,326.9
NS27,4.5,84.2442,284.8,22.9,15.6,41.5,6.9,5.8,230,0.8,336.7
NS28,19.3,90.5346,288.2,23.7,15.6,59,7.2,7.6,260.4,1.7,340.4
NS29,7.1,79.1863,276.2,24,13.5,41.1,6.2,3.7,251,0.8,289.8
NS30,8.2,84.2686,242.3,26.7,16.1,47.6,8.3,4.6,253.5,2.7,291.7
NS31,18.7,89.0026,240.2,26.5,13.8,60.7,10.8,7.2,259.8,0.8,240.4
NS32,18,86.3987,253.4,25.4,13.8,61.2,11.4,8,257.8,1.8,324.4
NS33,19,90.3647,248,25.3,13.8,65.2,11.1,9,268,1.8,288.1
NS34,17.2,83.5709,245.9,24.6,15.3,57.3,11.3,7,262.5,3.2,286.5
NS35,16.1,85.2571,249.2,20.9,16.3,48.8,9,5.5,258.3,2.1,316.5
NS36,8.4,87.8561,256,19.5,17.6,56.1,7.7,6.4,267.2,2.1,342.3
NS37,19.9,89.6997,245.6,23,16.3,63.9,8,8.2,265.6,2.3,327.4
NS38,19.2,90.7343,287.2,22.7,18.8,61.5,7.6,8,268.1,1.6,349.6
NS39,7.3,81.0835,288.6,23.5,31.1,42.1,4.8,4.2,258.4,NA,327.6
NS40,6.2,80.9826,244.8,24.3,15.6,50.3,6.3,3.8,237.7,3.4,273.7
NS41,8.4,81.0179,244.3,25.7,20.4,51.3,7.7,4.7,249.9,2.1,343.6
NS42,9.7,81.8845,244.3,23.2,17,49.6,10.1,5.7,249,1.5,256.5
NS43,10.4,81.5856,243.6,23.8,17.9,46.9,10.8,6.4,245.3,2.3,274.2
NS44,6,77.6609,243.9,21.8,19.3,45.4,8.2,5.3,207.1,1.8,292.6
NS45,14.6,84.9021,249.3,20,17.3,50.9,7.9,6.5,262.9,2.5,323.2
NS46,20.7,85.3872,246.4,20.7,16.6,62.9,8.1,7.4,265.4,3.3,346.5
NS47,21.7,88.3634,273.9,22.1,17.9,65,7.8,8.2,266.4,2.7,354.4
NS48,13.1,91.3468,260.6,20.4,23.1,66.6,7.8,8.1,280.3,0.9,342.8
NS49,7.4,81.2935,262,22.2,29.2,41.2,3.2,4.9,256.4,0.8,289.7
NS50,7.1,73.1042,238.9,23.5,17.5,47.6,4.5,2.2,193.5,2.8,335.9
NS51,6.8,77.5699,231.1,21.8,16.1,43.6,7.1,4.4,194.3,1.5,339.5
NS52,7,79.1887,245.2,21.7,18.3,50.4,7.3,5.2,229.7,1.7,281.1
NS53,6.4,77.7118,247.2,21.4,2.8,49.1,7.2,5.1,217.3,1.8,292.4
NS54,3.5,75.544,255.6,21.1,10.8,39,7.1,3.4,217.7,1.8,324.6
NS55,26.1,83.6514,242.1,20.4,19.9,58.2,8.3,7,268.3,4.3,335.1
NS56,30.8,84.6454,250.8,21.5,20.1,67.1,8.1,8,271.9,3.9,353.9
NS57,26.8,87.1556,253.5,22.8,20.7,66.5,8.2,8.3,277.9,2.9,349.3
NS58,13.5,92.1149,263.8,21.1,22.2,58.7,6.7,7.1,268.4,1,346
NS59,13,92.1569,281.7,20.7,23.8,59.5,6.9,8.3,273.9,1.5,340.6
NS60,7.3,70.9064,244.3,22.8,8.6,47.7,4.3,2.8,225.7,2.5,263.1
NS61,5,75.1425,238.5,22,7.4,44.9,7,2.1,183.4,2.3,276.7
NS62,6.2,80.0848,255,21.6,2.5,47.9,6.9,5,236.3,3,264.9
NS63,4.4,72.323,259.6,20.2,7.4,41.8,5.5,3.1,151.6,2.1,298.3
NS64,3.2,74.6897,246.6,20.3,7.7,38.5,6.9,3.7,168.9,2.6,318.5
NS65,25.2,82.1709,238.5,21.3,21.7,56.6,8.3,7.2,272.9,4,342.2
NS66,29.9,83.9351,251,22.3,25,65.4,8.3,7.8,275.9,3.6,364
NS67,28.9,84.7298,240,21.8,23.7,68.2,8.3,8.2,278,3.8,343.3
NS68,11.8,90.8521,287.1,22.1,23.1,56.3,6.9,6.9,254.3,1.1,317.5
