Location,Bees,Birds,Bryophytes,Butterflies,Carabids,Hoverflies,Isopods,Ladybirds,Macromoths,Grasshoppers_&_Crickets,Vascular_plants
NN06,12.7,87.3914,281.9,20.3,50.2,53.8,4.4,1.4,227,3.7,334.9
NN07,7.9,81.355,268.4,21,40.3,49.6,4.6,1.9,218.4,3.1,331.1
NN08,4.4,57.2889,286.4,19.4,30.5,29,4.1,1.4,190.5,2.5,273.8
NN09,3.6,55.3616,276.5,19,22.9,25.4,4.1,1.4,184.6,2.5,272
NN10,10.2,81.6485,286.3,22.2,45.7,51,4.4,2.4,253.7,3,328.3
NN11,9.3,81.1235,309.8,21.2,48.7,45.7,4.2,2.3,248.1,3.1,316.6
NN12,13.8,80.337,305.9,21.3,50,55.8,4.2,2.6,259,3.1,322.7
NN13,10.2,68.9698,338.6,20.2,45.9,38.2,3.3,0.8,135.6,1.8,306.4
NN14,7.5,67.6713,347,20.1,38.6,32.5,4.2,1.5,142.5,3.1,298.8
NN15,8.4,72.3724,347,20.8,48.1,50.6,4.3,1.5,145,2.6,291.3
NN16,7.8,75.4906,345.8,20.1,41.1,52.7,4.4,1.5,169.2,3.2,292.1
NN17,7.3,76.6947,319.6,19.7,43.3,54.9,4.4,2.1,213.9,3.1,341.7
NN18,7,70.4888,292.9,19.1,36.7,52.9,4.1,1.3,228.2,2.6,330
NN19,4,65.1407,286,19.5,37.2,50.3,3.9,1.4,217.8,3.2,268.9
NN20,11.1,81.777,327.5,22.1,49.4,62.3,4.3,3.1,253.2,3.1,321.5
NN21,12.5,74.7372,343.5,20.7,49.4,49.1,3.3,1.5,161.1,2.6,314.1
NN22,12.9,74.8547,335.8,22.1,54.1,57.6,6.2,1.7,212.3,2.6,312
NN23,11.6,68.9058,312.4,21,46.8,50,3.2,1.8,167.3,2.2,317.1
NN24,8.8,65.2532,351.6,21.3,44.1,67.9,2.9,0.8,205.3,2.9,292.5
NN25,6.9,60.932,347.7,18.5,41.3,59.6,3,NA,156.1,2.1,287.2
NN26,6.4,63.3689,334.6,19,34.1,52.6,3.5,NA,123.7,3.1,287
NN27,6.7,60.6008,363.1,18.2,43.3,52.7,3.5,0.7,125.8,3.1,292.7
NN28,8.6,70.6788,277.1,18.7,34.6,50.9,4.1,1.4,170.5,2.8,313.2
NN29,7.6,70.635,319.5,18.5,38,55.7,3.9,1.3,220.6,3.2,289.1
NN30,12.5,83.2409,312.7,20.8,50.6,62.2,4.1,3.4,259.9,2.7,352.7
NN31,12.3,83.7098,344.6,21.1,55.2,66.3,4.5,3.3,258.8,2.7,320.2
NN32,12.3,73.0431,327.5,20.2,46.2,45.3,2.9,1.2,152.2,3,315.4
NN33,15.2,71.3492,356.8,21.4,51.2,57,2.9,0.7,161.9,3.5,304
NN34,16.8,70.2324,352.1,20.6,50.2,56.4,2.8,0.7,118.5,3.5,290.6
NN35,7.5,59.5719,331.2,18,37.2,65.5,3.3,0.7,199.8,3.1,299
NN36,6.3,58.3066,348.6,18.7,36.1,53.2,3.4,NA,218.6,2.2,286.7
NN37,5.1,59.1297,362.7,16,34.4,51.5,3.3,0.7,77,3,293.3
NN38,5.1,67.4295,346.8,18.9,42.8,54.8,3.6,0.7,153.2,3.3,280.8
NN39,4,64.3896,334.1,18.8,38,53.4,3.4,0.7,223.7,3.2,268.5
NN40,13.8,88.0955,293.6,20.2,53.2,62.1,3.9,4.5,260.1,3.3,346.4
NN41,12,80.431,341.9,20.8,54.4,59.8,5.9,2,248.4,2.6,324.2
NN42,14.9,72.7549,355.8,20.9,51,57.1,5.8,0.8,158.6,3.3,312.6
NN43,14.5,70.2986,362.9,19.1,54.4,56.4,5.9,0.7,113.7,3.7,301.3
NN44,13.1,63.1391,361.9,18.3,45,56.2,2.6,0.7,95,3.4,291.8
NN45,13.1,76.2402,317.6,20.4,53.4,73.1,3.1,0.7,222.1,4.3,338.8
NN46,7,62.0223,357.4,18.6,46.1,66.1,3.2,NA,203.3,3,283.8
NN47,11.2,55.8201,356.9,16.7,43,52.6,3.1,NA,118.5,3.1,284
NN48,12.8,69.3593,360.8,18.8,42.4,58.9,3.6,0.8,175.2,3.3,292.6
NN49,4.4,54.4628,347.9,16.8,31.3,53.1,3.4,NA,92.2,0.8,277.5
NN50,13,91.3436,293.6,19,58.2,67.5,8.2,4.1,268.4,2.3,362.8
NN51,14.5,86.8648,324.6,20.2,58.1,68.9,7.2,3.2,262.1,2.4,335.5
NN52,13,85.0805,344.3,20.7,56.4,69.3,7,1.6,259.2,2.7,341.9
NN53,16.7,80.6732,350.1,20.9,58.3,70.2,6.4,1.5,237.8,3.2,312.9
NN54,14.1,68.9657,363.8,19,53.1,62.6,5.7,0.7,113.6,3.8,302.8
NN55,14.9,77.0466,342.9,17.4,44.3,73.4,3.4,0.7,210,3.8,344.3
NN56,5,56.5715,360.1,15.9,36.7,48.7,3.3,0.7,99.9,3.1,289
NN57,4.9,53.7848,360.5,15.9,42.7,51.6,3.4,1.5,87.3,3.1,286.8
NN58,11.2,64.8555,353.1,19.1,36.2,58.9,3.4,2.1,135.4,3.6,291
NN59,12.3,70.998,318.5,18.9,35.9,70.2,3.4,1.6,201.4,3.6,269.9
NN60,15.7,93.4131,274.6,18.9,59.1,66.1,6.4,4.1,267.6,3.7,403.5
NN61,14.1,79.2171,345.8,19.1,48.7,61.6,2.8,0.8,230,3.7,328.5
NN62,15.6,86.2372,348.6,20.2,52.4,66.8,4.3,2.9,264.9,2.9,335
NN63,17.5,83.5325,348.9,19.5,56.8,69.4,6.4,1.7,254.8,2.8,333.1
NN64,15.5,75.4377,361.6,18.7,54.9,65.9,5.8,1.9,229.8,3.7,292
NN65,15.4,74.8502,365.5,18.6,55.1,72.4,5.7,2.1,232.7,3.6,305.9
NN66,7.5,57.9294,330,18.1,41.1,52,3.5,0.8,117.2,3.3,297.6
NN67,15,66.4487,360.5,18.8,45.9,61,3.7,1.5,151.7,3.9,284.4
NN68,12.6,72.23,326.4,17.4,41.8,75.9,3.8,1.5,213.9,3.7,326.1
NN69,13.8,88.2774,300.2,20.8,57.4,88.6,4.8,4.1,252,4,308
NN70,7.6,89.2375,270,17.7,64.8,79.3,6.9,7.2,242.3,4.7,391.5
NN71,15,87.5625,320.1,19.8,55.3,62,4.4,2.8,259.9,2.5,391
NN72,16.2,87.6708,322.4,19.7,54.8,62.5,5.6,5,265.4,3.6,379.9
NN73,16.9,80.4206,356.7,19.2,55.1,70,6.4,3.5,268.3,3.3,294
NN74,22.8,86.9912,306.6,19.4,53.7,75.7,5.3,3.8,255.2,3.6,353.9
NN75,24.3,85.6271,312.5,18.9,57.2,81.2,6,3.1,259.5,3.5,321.7
NN76,21.1,85.8406,308.3,19.2,58.7,92,5.3,3.5,263.7,4.2,319.6
NN77,9.6,61.3274,335.5,18,47.8,63,4.1,NA,191.6,4.4,293.9
NN78,9.2,57.6436,354.4,17.7,44.7,61.7,4.2,1.5,142.9,3.5,288.3
NN79,15.6,93.9855,284.2,20.5,66.8,90.2,5.3,7.7,239,3.9,322.3
NN80,14.5,88.3849,283.9,19.1,60.4,67.7,6.1,5.8,245.3,4.2,388.9
NN81,16,88.2514,269.6,19.2,56.6,69.5,7.2,5.3,241.7,4.4,392
NN82,16.8,86.4319,276.2,19.6,59.3,69.4,5.3,5.9,251.9,3.8,385.6
NN83,15.5,82.6007,342.9,19.2,52.6,79.2,3.4,3.1,247.3,4,333.1
NN84,17.9,84.9338,293.3,19.1,52.1,73.4,5.2,2.1,252.8,3.5,335.2
NN85,23.2,82.4481,297.7,19,52.7,75.8,5.9,2.5,264.1,3.3,330.9
NN86,23.9,89.5677,289.3,19.7,59.5,92.7,5.4,3.7,260.1,3.8,339.7
NN87,9.8,64.6405,357.9,17.9,53.6,64.4,3.9,NA,170.6,3.5,289.8
NN88,3.2,56.8285,352.6,17.9,40.2,58.2,4.1,1.5,103.2,1.9,289.5
NN89,10.7,66.779,353.2,17.5,49.7,73.3,4,1.5,181.8,3.3,306.4
NN90,13.2,86.4664,349.8,19.1,54.9,71,5.6,5.3,229.7,4.5,358.5
NN91,14.8,85.5117,255.2,18.5,60.5,74.4,7.2,6.3,234.5,4.9,397.7
NN92,12.8,85.8453,244.8,18.1,57.8,57.6,5.1,4.3,241.2,3.8,392.1
NN93,11.7,83.1658,304.6,19.3,46.3,64.3,3.8,2.4,219.9,3.1,329.5
NN94,19.8,86.4533,292.5,19.1,55.4,76.7,5.2,3.9,246.6,3.7,347.5
NN95,22.3,87.7322,274.6,19.1,56,83.4,5.8,5.7,255.9,4.3,354.2
NN96,24.4,87.3856,308.6,19.3,58.6,91.4,5.3,3.4,262.9,3.7,328.1
NN97,15.3,66.0131,358.3,18,49.9,67.5,3.6,1.5,211,3.1,300.6
NN98,8.9,58.5766,351,17.9,43.6,62.5,3.9,1.5,132.7,2.5,291.8
NN99,9.7,53.2156,348.3,17.5,45.5,67.7,3.6,1.5,173.9,2.9,292.6
NO00,16.2,84.5847,268.8,17.8,58.1,78.8,9.9,6.4,213.6,4.8,377.9
NO01,16.2,85.0643,255.6,19.2,54.8,73.3,6.9,5.3,238.5,5,395.2
NO02,16.5,84.8399,237.2,19.2,58.7,78.7,6.9,5.6,239,5,392
NO03,20,85.6537,236.2,19.4,58.5,77.9,6.1,6.7,237.3,4.7,385.9
NO04,22.5,86.734,271.4,19.1,57.2,80.1,5.8,6.2,246.7,4.1,354.4
NO05,11.5,80.7355,297.2,17.6,43.6,70.4,3.7,3.7,217.5,3.2,334.3
NO06,23.3,88.5801,304.2,19.2,58.8,88.2,5.7,5,260,3.8,330.5
NO07,16.7,68.7685,352.4,17.7,47.4,70.6,3.5,3,248.3,3.3,296.8
NO08,12,68.5343,352.9,17.7,46,66.4,3.4,2.3,196.8,3.5,306
NO09,10.5,64.462,347.8,17.4,48.1,65.9,3.3,1.5,173.8,3.1,305.1
NO10,8.2,83.2168,268.6,18.5,50.2,76.2,11.7,6.4,211,4.1,399.2
NO11,9.9,82.6613,253.2,18.6,57.8,77.3,10.7,6.4,218.7,4.8,393.5
NO12,9.4,83.0784,246.9,19.6,61.4,82.2,10.8,6.9,227.5,4.9,395
NO13,16,84.92,221.1,19.6,57.6,78.9,9.9,6.8,233.2,5,379.7
NO14,18.3,86.5526,227.3,19.6,55.1,78.8,5.8,6.7,235.4,4.9,371.6
NO15,21.6,86.6612,282,18.4,52.2,74.5,5.1,4.9,251.1,3.7,341
NO16,22.2,86.3368,300.4,18.7,50.3,81.2,5.4,4.6,257.9,3.7,326.6
NO17,12.2,70.6456,347,17.5,46.9,79.6,3.6,2.9,255.2,3.8,301.2
NO18,10.3,66.4721,346.3,17.5,47.2,65.7,3.3,1.6,185.8,3.2,307.1
NO19,12.7,72.1042,350.7,18,48.1,78.4,3.5,4.1,247.8,3.8,322.9
NO20,7.4,82.6546,279.7,19,51.7,76.9,11.6,6.3,212,4,398.3
NO21,6.4,83.127,244.7,19.5,53.7,76.3,13.3,6,218,4,391.5
NO22,4.2,82.646,247,18.2,51.9,76.5,13,6.7,212.7,4.7,388.8
NO23,14.9,84.8815,222.9,19.5,55.6,76.8,7.1,7.1,227.7,4.9,382
NO24,14.9,84.7429,209.7,19.7,54.7,74.9,7.5,6.3,223.2,5.1,379.6
NO25,17.9,87.1174,252.3,18.5,54.2,77.1,5.1,6.4,238.6,3.9,363.8
NO26,7.1,84.6461,293.4,16.7,38.5,62.6,3.9,3.1,215.7,3.4,340.5
NO27,12.4,70.6694,345.4,17.5,45.7,69.1,3.5,3.2,249.7,3.7,308
NO28,12.4,63.6816,342.9,17.5,47.7,67.4,3.4,2.8,187.1,3.3,309.4
NO29,7.8,72.8147,293.9,17.9,33.8,60.5,3.4,2.6,153.6,3.2,342.9
NO30,12.1,81.9241,261.8,19.2,48.4,68.1,13.5,6.7,221.5,3.6,393
NO31,3.9,82.2537,253.4,17.7,45.2,65,13,6.2,212.6,3.7,390.5
NO32,3.6,83.319,260.4,17.6,47.9,71.4,12.3,6.2,207.8,4,407.1
NO33,8.7,82.5304,235.7,18.9,49.4,74.3,11.9,6.2,217.9,5.3,391
NO34,9.5,84.4888,207.3,19.7,52.6,69.4,8.4,6.1,204.6,4.9,377.5
NO35,14.1,85.3692,202,19.9,53.2,69.4,6.5,6,216.9,4.7,374.9
NO36,14.1,86.8023,282.6,17.9,44.7,71.7,4.7,4.8,243.1,3.7,332.9
NO37,12.2,76.4085,344.8,18,47,62.9,3.4,2.9,217.7,3.4,311.5
NO38,5.9,70.4157,343.9,17.5,46.1,61.3,3.4,4.9,161.6,2.7,313.9
NO39,12.8,82.8243,281.6,19.6,51.5,80.7,4.2,6.6,217.6,3.5,332
NO40,12.7,83.7653,257,19.2,57.3,71.6,13.1,9.8,217.1,3.9,390.5
NO41,11.1,83.5597,252.6,18.4,56.6,67.9,12.8,9,212.5,3.7,389.4
NO42,5.9,85.9721,263.5,18.7,54.9,74.9,12.6,8.4,211.6,4,396.9
NO43,3.5,85.9057,246.6,18.4,60.4,75,12.4,7.5,221.2,4.7,396.4
NO44,8.1,85.7474,227,17.5,44.5,55.1,7.4,5,204.1,4.6,382.4
NO45,14.4,85.6888,194.3,19.8,54.8,67.9,10.9,5.9,217.9,4.8,376.1
NO46,8.3,85.517,266.8,17.4,45.8,63.6,6.1,4,228.4,3.1,327.3
NO47,7.4,79.9898,306.6,18.6,37.5,65.6,3.9,2,192.8,2.9,321.9
NO48,14.3,76.5839,341,18,47.4,63.8,3.4,5.7,177.7,3.3,331.2
NO49,6.2,80.3669,280.3,18.6,42.3,74.3,4.4,5.8,191.9,3.9,329.3
NO50,13.9,81.7738,257.1,18.8,58,70.4,12.6,9.2,215.1,4,394.7
NO51,11.2,83.0475,256.5,18.2,54.9,70.8,12.4,8.7,209.6,3.8,396.3
NO52,6.1,70.6637,298.4,18.4,64,72.9,11.6,8.7,179.6,5,474.4
NO53,3.7,87.7686,252.3,18.2,58.8,72.6,12,7.8,219.5,4.3,394.4
NO54,10.1,85.0928,239,18.1,44.4,58.2,7.5,5.5,197.9,4.8,390.7
NO55,14.3,86.129,207.3,18.5,52.8,66.9,8.5,5.3,224.2,4.5,378.6
NO56,11.3,85.7069,199,18,41.5,59.6,9.9,4.1,218.5,3.2,367.1
NO57,6.7,85.9081,265.8,16.8,38.7,64.8,5.3,2.9,207.1,3.1,320.9
NO58,5.5,75.1172,280.3,19.3,31.7,61.4,3.5,2.2,172,2.4,318.6
NO59,7.3,81.7562,266.3,19.2,41.8,62.8,5,5.1,192.7,3.4,323.5
NO60,15.7,78.488,259.3,20.7,53.6,70.5,12.5,10.4,221.4,3.9,403.1
NO61,11.5,77.3835,260.7,18.3,51.7,64.7,12,8.9,213,4.5,406.1
NO63,8.9,83.1895,252.5,17.6,59,70.1,11.7,8,211.8,4.7,395.9
NO64,3,86.096,241.4,17.9,57.9,71.8,11.4,7.6,216,4.6,389
NO65,6.4,88.7642,224.3,18.5,59.3,70.6,10.9,7.3,220.6,4.5,386.2
NO66,7.5,86.3847,185.2,18.9,56.1,66.8,10.6,5.9,235.4,4.8,374.4
NO67,4.6,84.5141,183.5,18.9,37.4,55.8,9,2.9,196.4,2.6,362.5
NO68,5.4,78.215,266.8,17.7,21.2,53.2,3.7,2.1,162,2.1,314.3
NO69,5.1,84.7131,246.1,17.7,32.4,59.5,7,4.1,195.7,3.1,308.3
NO74,9.8,75.2163,243.3,17.1,54.5,63.4,10.6,7.5,208.2,5,393.2
NO75,2.9,80.6311,237.9,17.6,56.3,69.6,10.9,7.4,208.3,4.9,393.9
NO76,3.5,87.5481,182.8,18.5,56.8,69.4,10.3,7.3,216,4.5,366.9
NO77,3.4,79.6532,159.7,20.2,39.8,52.7,10.4,2.9,190.3,2.9,353
NO78,3.6,78.3482,231.1,19.3,33.6,52.3,8.2,2.3,172.2,2.9,306.6
NO79,5.6,83.3048,225.6,18.7,41.9,59,7.9,4.7,201.1,3.8,304
NO86,3.7,73.1522,214,18,48.6,58.3,10.5,3.4,194.7,4.6,379.4
NO87,1.2,78.6483,160.7,17,48.7,59.9,10.2,4.4,191.2,4.6,349.3
NO88,0.8,78.4238,181.6,17.9,48.5,52.6,10,2.9,193.4,3.5,318.7
NO89,4.3,78.3769,210.8,19.2,37.3,49.7,9,1.4,191.3,2.7,303.2
NO99,3.2,75.199,196,18.7,43,49.4,9.8,2.5,185,2.9,308.4
NR15,5,73.1366,279.9,16.8,35.8,24,5.2,0.7,131,3.7,398.2
NR16,4.4,60.2399,277,17.2,31.4,16.8,4.8,0.7,136.6,3.8,388.7
NR24,5,76.3336,251.2,16.5,37.8,24.3,5.1,0.7,142.5,3.5,373.5
NR25,5.3,77.3032,289.9,16.5,38,31.4,5.4,0.7,134.5,3.7,394.5
NR26,10.9,82.0099,261.9,19.8,37.8,46.1,8.9,0.7,149.1,4.1,375.2
NR27,6.4,72.6316,260.1,17.3,36.9,16.4,7.8,0.8,137.4,4,365.9
NR34,6.7,83.2202,270.2,17.5,37.4,25.8,8.9,0.7,141.2,4.1,390.9
NR35,7.2,81.4849,260,18.5,36.9,29.5,8.9,0.7,144.9,4,375.5
NR36,13,87.0587,284.6,21.3,39.5,49,8.1,0.7,127.3,4.1,393.2
NR37,7.8,76.8282,277.9,19,35.1,26.9,8.4,0.7,145.5,4,380
NR38,6.6,66.1314,282.9,16.8,35.7,15.7,6.8,0.8,139,4.3,373.8
NR39,12.6,80.2308,281.4,20.3,37.3,47.8,7.5,2.8,142.4,4.3,386.2
NR44,9.4,83.1645,281.1,17.7,33.9,39.2,4.4,0.7,175.8,2.1,403.6
NR45,8.9,84.2382,263.8,19.2,26.3,34,4.3,0.7,164.5,1.7,377.4
NR46,11.9,86.1752,271.2,21.2,41,50.8,5.3,0.7,139.5,3.8,385.1
NR47,7.3,75.702,268.8,18.6,36.9,23.9,4.8,NA,137.1,4.4,371.3
NR48,5.1,43.788,286.1,17.7,23.8,27.4,4.7,0.7,135.2,4.4,362.2
NR49,8,70.3594,287.3,19.7,36.2,22.8,6,0.7,149.6,4.3,391.9
NR50,4.4,67.6477,257.6,18.2,30.8,23.3,4,2.3,224.7,3.1,368.9
NR51,4.4,70.9632,256.5,18.1,32.3,23.8,4.2,0.8,221.2,3.2,370.9
NR56,8.5,80.766,289.9,18.8,28.1,37.2,4.3,0.7,158.7,1.8,399.7
NR57,8.7,81.2749,268.6,20.1,36.5,32.1,4.7,0.8,159.9,3.8,368.2
NR58,8.6,67.666,283.7,17.5,28.1,28.1,5,0.7,126.2,1.9,389.7
NR59,2.1,59.4604,284.4,17.2,25.5,26.2,4.7,0.7,119.6,2.4,386.3
NR60,5.5,79.8158,260.1,22.2,37.2,29.4,3.9,5.1,223.1,4.3,397.5
NR61,4.6,83.5951,278.4,18.8,28.1,27.8,4,2.5,153.4,3.7,384.3
NR62,6.3,83.1955,259.3,18.8,38.2,30.1,4.1,0.7,196.6,3.8,407.6
NR63,5.7,79.8958,285.8,18.5,33.3,31.3,4.1,0.7,187.9,3.9,375.1
NR64,13.6,84.9882,283,20.4,47.5,46.4,4.3,0.7,214.3,4.5,413.7
NR65,7.3,79.649,290.4,19.9,39.8,29.9,4.4,0.7,177.8,3.4,410.3
NR67,12.7,86.3472,295,21,37.9,48.1,4.3,0.7,132.8,4,405.8
NR68,10,82.1084,290,21.9,28.6,37.4,4.6,NA,143.4,1.7,385.6
NR69,8.4,74.629,286.4,19.3,27.6,27,5.4,0.7,120.4,1.6,380.3
NR70,6.8,80.3461,223.2,22.4,45.5,35.6,3.9,5.9,215.4,4.5,403.9
NR71,5.4,81.2008,266.3,21.1,34.3,31.2,4.1,2.8,214.8,4.2,373
NR72,8.1,84.9401,287.1,18.5,32.9,32,4.2,0.8,175.9,3.2,390.8
NR73,8.2,83.1498,279.6,20,28.7,34.6,4.2,0.7,206.2,1.8,356.8
NR74,9.2,86.3602,280.5,20.9,31,36.9,4.3,2,221.3,2.2,352.7
NR75,11.4,86.8413,292.7,20.4,40.7,42.6,4.2,0.7,143.9,3.6,372.3
NR76,13,87.4967,286.6,19.9,34.9,50.5,4.2,0.8,141,3,349.4
NR77,12,88.9701,295.5,20.1,33.3,49.8,4.1,1.1,146.8,2.4,406.3
NR78,11.6,88.973,298.2,20.3,37.7,49.1,4.1,1.4,146.2,2.7,380.2
NR79,11.7,87.3988,291.9,20.3,44.7,49.2,4,1,152.5,3,358.7
NR82,5.8,79.7315,255,22.2,44.6,36.1,4.5,5.7,218.1,3.5,400.1
NR83,8.5,82.3371,276,17.9,35.3,35.5,4.7,0.8,230.7,2.9,380.1
NR84,10.2,83.2139,276.4,20.1,39,39.8,4.4,0.7,234.7,2.1,358.6
NR85,9.7,85.2415,285.7,20.9,25,39.2,4.2,0.8,151.9,2.1,359.9
NR86,10,86.6687,286.7,20.9,29.1,43.1,4.1,1.8,142.4,2.4,349.4
NR87,11,87.1692,287.6,21,32.4,50,4.2,0.8,193.6,2.4,340
NR88,10.7,87.4107,288.5,20,39.3,50,4,2.2,154.5,2.5,340
NR89,12.6,86.661,291.1,20.4,48.1,52.9,4.1,1.3,157.4,3.1,353.8
NR92,9.7,81.8866,262.4,23.6,43.8,34.5,4.8,5.5,233.5,3.9,371.8
NR93,7.9,80.8252,260.7,20.1,30.5,27.6,4.6,1.1,225.2,1.6,365.7
NR94,8.6,80.7457,256.2,20.1,24.7,32.2,4.4,0.9,206.7,1.6,382.7
NR95,8.5,82.6439,287,21.9,35.4,39.6,4.6,0.8,237.1,2.1,418.4
NR96,9,84.0054,288,22.9,30.4,37.1,4.2,0.8,206,1.6,356.6
NR97,8.3,83.2176,286.9,21.4,29.9,39.3,4.2,1.3,159.7,1.6,347.8
NR98,8.2,82.6582,287,20.8,35.6,36.2,4.2,2.5,153.3,2.4,338.7
NR99,9,82.6068,285.9,22.1,48.6,40.2,4.2,2,158.4,2.9,335.7
NS00,6.4,63.7646,259,19.8,44.9,27.4,4.2,3.2,116.6,4,405
NS01,2,61.5852,242.2,21.6,42.4,31.7,4,4.3,116.1,4.7,399.9
NS02,9.5,80.6577,274.2,22.6,38.8,33.9,5,3.9,236.8,4,353.3
NS03,8.5,81.0103,274.1,17.4,38.1,38,5.7,4.9,233.2,3.8,357.7
NS04,8.3,80.9818,277.7,19.3,34.3,32.4,4.6,1,238,1.6,371.2
NS05,8.7,83.753,270.3,17.9,39.3,38.7,6.6,3.6,217.7,4.2,410.6
NS06,9.3,83.5619,284.9,19.7,33,42.6,6.9,2.2,206.6,1.8,420.8
NS07,8.2,81.2991,293.3,20.1,28.8,35.1,4.4,1.5,231.3,2.1,374.4
NS08,7.7,81.284,284.5,21.7,38.2,47.2,4.3,1.6,228.8,2.7,331.7
NS09,8.1,80.795,285,21.7,39.8,35.1,4.3,2,187.9,3.1,331.3
NS10,11.9,71.2727,230.2,21.4,60.7,33.5,4.5,6.7,232.9,4.8,407.1
NS14,7.6,79.2134,253.1,19.7,59,39.1,6.7,5.2,242.6,3.1,403.4
NS15,10.7,84.5387,275.2,18.2,48.9,38.4,10.1,5.5,241.2,2.9,419.1
NS16,7.7,83.4603,279.9,18.8,35.7,37.6,8.7,8.8,214.6,3,415.1
NS17,7.8,84.5265,284.9,20.4,33.3,46.7,4.6,3,258.2,2.3,340.7
NS18,7.8,81.4304,285,21.7,36.6,49.3,4.4,1.9,243.2,2.5,334.5
NS19,8.9,80.6954,287.9,21.7,40.7,53.2,4.4,2,254.2,2.8,333.9
NS20,5,89.3295,219,21.8,61.3,29.4,4.9,7.3,237.1,5.2,400.2
NS21,4.3,86.2986,217.5,22.8,63.5,34.6,5.6,6.9,241.1,5.1,386.5
NS23,4.2,70.6386,276.6,18.7,52.1,26.3,5.1,6.2,214.6,3.2,434.3
NS24,5.3,87.7784,251.4,22.6,61.4,49.1,14,10.9,257,3.6,394.4
NS25,10.4,85.8132,283.9,22,56.3,43.9,9.6,11.4,228.8,3.7,392.4
NS26,9.3,86.6293,283.5,21.6,33.4,48,5.3,3.9,259.9,1.6,384.1
NS27,10.5,87.7823,297.2,19,27.1,45.2,7.5,9.3,236.2,2.3,416
NS28,12.7,91.3493,302.9,20.1,44.9,53.9,14,9.2,248.1,3.3,412.2
NS29,8.3,83.8615,305.1,21.7,43.1,54.6,4.7,3.6,258.2,3.2,330.2
NS30,5.1,95.4663,231.8,23.1,49.9,32.5,5.2,6.2,234.6,4.7,389.3
NS31,4.7,88.765,212,21.6,57.9,24.7,9.6,7.9,233.7,5.1,377.5
NS32,4.2,85.5581,233.2,21.6,54,35.4,12.6,10,231.5,4,398.7
NS33,4.4,86.7263,241,20.8,58.9,44.4,14,10.9,250.8,3.6,384.4
NS34,8.9,87.8212,248.4,19.7,55.3,51.5,12.2,9.5,229.9,2.7,377.1
NS35,3.9,92.4533,258.4,18.1,39.4,50,8.9,9.4,242.8,2.1,384.7
NS36,8.2,94.4036,264.3,20.7,45,57.2,8.8,9.4,260.5,1.6,393
NS37,7.6,91.4689,266.6,19.5,55,55.8,15.4,9.4,251.8,3.3,395.3
NS38,9.2,93.2074,302.8,20.4,55.5,58,15.4,9.2,257.7,3.3,416.8
NS39,11.1,85.8498,315.7,20.2,50.3,62.5,4.3,4.9,262.6,2.3,378.3
NS40,5.4,92.956,227.1,22.2,49,42.4,4,3.4,227.7,4.6,342.6
NS41,5.2,90.2563,239.2,21.9,48.2,33,8.9,5.6,210.2,4.7,380.5
NS42,5.2,89.4736,222.4,20.7,47.6,33.4,9.7,6,189.1,4.7,374.8
NS43,5.4,88.1695,235.3,19.8,52.7,48.7,8.9,9.3,188.6,2.8,374.3
NS44,5.3,84.6729,248.9,15.8,41.1,39.3,8.9,7.5,117.9,2.5,372.9
NS45,5.4,90.6518,259,18.7,42.3,51.7,9.2,9.3,247.8,1.9,378.2
NS46,8.1,88.9642,275.9,17.8,49.9,57.4,15,9.6,239.3,3,416
NS47,8.1,90.359,290.1,18.7,60.4,60.2,15.4,9.4,249.1,3.2,410.9
NS48,9.5,95.4204,277.3,21.7,64.6,66.6,9.5,8.6,267.8,3,407.9
NS49,13.4,87.8613,282.1,19.5,52,59.1,4.4,3.6,258.4,2.9,338.1
NS50,4.7,78.724,231.3,19.9,46.3,45.8,4,2.8,194,4.1,343.8
NS51,5.7,83.0177,236.6,17.5,43.5,32.8,4.1,5.2,118.5,4.8,375.7
NS52,5.3,87.7767,230.3,19,46,36.8,9.3,5.8,193.4,4.6,369
NS53,5,84.8673,246,18.6,40.1,20.9,4.3,5.1,125.4,3.6,360.4
NS54,5.1,78.766,274,19.9,31,23.8,5,4,170.4,3.8,332.2
NS55,8.8,87.5546,266.9,17.4,47.5,60.4,14.1,9.5,245.8,2.7,391.3
NS56,8.2,87.0335,282.7,17.6,63.1,64.7,15,9.4,233.6,3.3,421.3
NS57,8.6,89.6311,278.5,18.4,60.1,72.1,15.4,9.7,255.4,3.6,410.3
NS58,9.3,92.9814,273.8,20.7,64.7,61.9,8.9,4.6,259.7,2.8,404.4
NS59,8.9,93.9384,294.4,20,64.6,64.6,8.7,5.9,264.6,2.7,411.6
NS60,4.5,74.3334,233.7,19,40.7,43.2,3.5,3.3,197.5,4.3,336.4
NS61,5,78.363,246.5,17.5,38.6,43.5,6.2,3.9,177.9,4,353.7
NS62,4,86.9326,264.5,18.5,41.3,41.4,4.7,4.6,226.8,4.1,336.3
NS63,4.4,72.9511,267.1,16.9,24,21.3,6.2,3.8,163.5,3.7,339
NS64,3.4,76.9081,260,16.5,23.8,19.4,6.4,3.5,167.8,3.9,360.2
NS65,7.7,84.3231,275.6,16.5,49.4,60.7,14.2,9.3,203.7,3.1,400.1
NS66,7.2,85.2695,287.9,16.6,55.3,69.7,14.7,9.2,216.5,3.5,421.3
NS67,9.9,86.0221,272.1,17.6,60.3,75.5,15.3,9.2,243.9,3.6,396.2
